name,default,description,label
connection,<None>,The SQLAlchemy connection string to use to connect to the database. Do not set this for the nova-compute service.,manageability
connection_parameters,'',Optional URL parameters to append onto the connection URL at connect time; specify as param1=value1&param2=value2&',manageability
sqlite_synchronous,TRUE,"If True, SQLite uses synchronous mode.",reliability
slave_connection,<None>,The SQLAlchemy connection string to use to connect to the slave database.,environment
mysql_sql_mode,TRADITIONAL,"The SQL mode to be used for MySQL sessions. This option, including  the default, overrides any server-set SQL mode. To use whatever SQL mode is set by the server configuration, set this to no value. Example:  mysql_sql_mode=",security
connection_recycle_time,3600,Connections which have been present in the connection pool longer  than this number of seconds will be replaced with a new one the next  time they are checked out from the pool.,reliability
max_pool_size,<None>,Maximum number of SQL connections to keep open in a pool. Setting a value of 0 indicates no limit.,reliability
max_retries,10,Maximum number of database connection retries during startup. Set to -1 to specify an infinite retry count.,reliability
retry_interval,10,Interval between retries of opening a SQL connection.,reliability
max_overflow,<None>,"If set, use this value for max_overflow with SQLAlchemy.",performance
connection_debug,0,"Verbosity of SQL debugging information: 0=None, 100=Everything.",debuggability
connection_trace,FALSE,Add Python stack traces to SQL as comment strings.,manageability
pool_timeout,<None>,"If set, use this value for pool_timeout with SQLAlchemy.",reliability
barbican_endpoint,<None>,"Use this endpoint to connect to Barbican, for example: 'http://localhost:9311/'",manageability
barbican_api_version,<None>,"Version of the Barbican API, for example: 'v1'",others
auth_endpoint,http://localhost/identity/v3,Use this endpoint to connect to Keystone,manageability
retry_delay,1,Number of seconds to wait before retrying poll for key creation completion,reliability
number_of_retries,60,Number of times to retry poll for key creation completion,reliability
verify_ssl,TRUE,"Specifies if insecure TLS (https) requests. If False, the server's certificate will not be validated",security
barbican_endpoint_type,public,"Specifies the type of endpoint.  Allowed values are: public, private, and admin",security
config_prefix,cache.oslo,Prefix for building the configuration dictionary for the cache  region. This should not need to be changed unless there is another  dogpile.cache region with the same configuration name.,performance
expiration_time,600,"Default TTL, in seconds, for any cached item in the dogpile.cache  region. This applies to any cached method that doesn't have an explicit  cache expiration time defined for it.",performance
backend,dogpile.cache.null,"Cache backend module. For eventlet-based or environments with  hundreds of threaded servers, Memcache with pooling  (oslo_cache.memcache_pool) is recommended. For environments with less  than 100 threaded servers, Memcached (dogpile.cache.memcached) or Redis  (dogpile.cache.redis) is recommended. Test environments with a single  instance of the server can use the dogpile.cache.memory backend.",performance
backend_argument,'',Arguments supplied to the backend module. Specify this option once  per argument to be passed to the dogpile.cache backend. Example format:  '<argname>:<value>'.,performance
proxies,'',Proxy classes to import that will affect the way the dogpile.cache  backend functions. See the dogpile.cache documentation on  changing-backend-behavior.,environment
enabled,FALSE,Global toggle for caching.,security
debug_cache_backend,FALSE,"Extra debugging from the cache backend (cache keys,  get/set/delete/etc calls). This is only really useful if you need to see the specific cache-backend get/set/delete calls with the keys/values.   Typically this should be left set to false.",debuggability
memcache_servers,localhost:11211,Memcache servers in the format of 'host:port'. (dogpile.cache.memcache and oslo_cache.memcache_pool backends only).,environment
memcache_dead_retry,300,Number of seconds memcached server is considered dead before it is  tried again. (dogpile.cache.memcache and oslo_cache.memcache_pool  backends only).,reliability
memcache_socket_timeout,3,Timeout in seconds for every call to a server. (dogpile.cache.memcache and oslo_cache.memcache_pool backends only).,reliability
memcache_pool_maxsize,10,Max total number of open connections to every memcached server. (oslo_cache.memcache_pool backend only).,reliability
memcache_pool_unused_timeout,60,Number of seconds a connection to memcached is held unused in the  pool before it is closed. (oslo_cache.memcache_pool backend only).,reliability
memcache_pool_connection_get_timeout,10,Number of seconds that an operation will wait to get a memcache client connection.,reliability
enable,FALSE,Enable cell v1 functionality.,manageability
name,nova,Name of the current cell.,others
capabilities,"hypervisor=xenserver;kvm,os=linux;windows",Cell capabilities.,manageability
call_timeout,60,Call timeout.,reliability
reserve_percent,10,Reserve percentage,manageability
cell_type,compute,Type of cell.,manageability
mute_child_interval,300,Mute child interval.,reliability
bandwidth_update_interval,600,Bandwidth update interval.,reliability
instance_update_sync_database_limit,100,Instance update sync database limit.,reliability
mute_weight_multiplier,-10000,Mute weight multiplier.,reliability
ram_weight_multiplier,10,Ram weight multiplier.,performance
offset_weight_multiplier,1,Offset weight multiplier,performance
instance_updated_at_threshold,3600,Instance updated at threshold,reliability
instance_update_num_instances,1,Instance update num instances,manageability
max_hop_count,10,Maximum hop count,reliability
scheduler,nova.cells.scheduler.CellsScheduler,Cells scheduler.,manageability
rpc_driver_queue_base,cells.intercell,RPC driver queue base.,environment
scheduler_filter_classes,nova.cells.filters.all_filters,Scheduler filter classes.,manageability
scheduler_weight_classes,nova.cells.weights.all_weighers,Scheduler weight classes.,manageability
scheduler_retries,10,Scheduler retries.,manageability
scheduler_retry_delay,2,Scheduler retry delay.,reliability
db_check_interval,60,DB check interval.,reliability
cells_config,<None>,Optional cells configuration.,security
catalog_info,volumev3::publicURL,Info to match when looking for cinder in the service catalog.,debuggability
endpoint_template,<None>,If this option is set then it will override service catalog lookup with this template for cinder endpoint,manageability
os_region_name,<None>,Region name of this node. This is used when picking the URL in the service catalog.,others
http_retries,3,Number of times cinderclient should retry on any failed http call. 0 means connection is attempted only once. Setting it to any positive integer means that on failure connection is retried that many times e.g. setting it to 3 means total attempts to connect will be 4.,reliability
cross_az_attach,TRUE,Allow attach between instance and volume in different availability zones.,manageability
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
auth_type,<None>,Authentication type to load,security
auth_section,<None>,Config Section from which to load plugin specific options,environment
auth_url,<None>,Authentication URL,security
system_scope,<None>,Scope for system operations,environment
domain_id,<None>,Domain ID to scope to,environment
domain_name,<None>,Domain name to scope to,others
project_id,<None>,Project ID to scope to,environment
project_name,<None>,Project name to scope to,others
project_domain_id,<None>,Domain ID containing project,others
project_domain_name,<None>,Domain name containing project,others
trust_id,<None>,Trust ID,security
default_domain_id,<None>,Optional domain ID to use with v3 and v2 parameters. It will be used  for both the user and project domain in v3 and ignored in v2  authentication.,manageability
default_domain_name,<None>,Optional domain name to use with v3 API and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2  authentication.,environment
user_id,<None>,User ID,others
username,<None>,Username,others
user_domain_id,<None>,User's domain id,others
user_domain_name,<None>,User's domain name,environment
password,<None>,User's password,security
tenant_id,<None>,Tenant ID,environment
tenant_name,<None>,Tenant Name,others
consecutive_build_service_disable_threshold,10,Enables reporting of build failures to the scheduler.,reliability
shutdown_retry_interval,10,Time to wait in seconds before resending an ACPI shutdown signal to instances.,reliability
resource_provider_association_refresh,300,"Interval for updating nova-compute-side cache of the compute node resource provider's inventories, aggregates, and traits.",performance
cpu_shared_set,<None>,Defines which physical CPUs (pCPUs) will be used for best-effort guest vCPU resources.,performance
live_migration_wait_for_vif_plug,TRUE,Determine if the source compute host should wait for a network-vif-plugged event from the (neutron) networking service before starting the actual transfer of the guest to the destination compute host.,reliability
max_concurrent_disk_ops,0,"Number of concurrent disk-IO-intensive operations (glance image downloads, image format conversions, etc.) that we will do in parallel.  If this is set too high then response time suffers. The default value of 0 means no limit.",performance
max_disk_devices_to_attach,-1,"Maximum number of disk devices allowed to attach to a single server. Note that the number of disks supported by an server depends on the bus used. For example, the ide disk bus is limited to 4 attached devices. The configured maximum is enforced during server create, rebuild, evacuate, unshelve, live migrate, and attach volume.",performance
workers,<None>,Number of workers for OpenStack Conductor service. The default will be the number of CPUs available.,performance
allowed_origins,'',Adds list of allowed origins to the console websocket proxy to allow connections from other origin hostnames. Websocket proxy matches the host header with the origin header to prevent cross-site requests. This list specifies if any there are values other than host are allowed in the origin header.,security
token_ttl,600,The lifetime of a console auth token (in seconds).,security
allowed_origin,<None>,"Indicate whether this resource may be shared with the domain received in the requests 'origin' header. Format:  '<protocol>://<host>[:<port>]', no trailing slash.  Example: https://horizon.example.com",manageability
allow_credentials,TRUE,Indicate that the actual request can include user credentials,manageability
expose_headers,"X-Auth-Token,X-Openstack-Request-Id,X-Subject-Token,X-Service-Token",Indicate which headers are safe to expose to the API. Defaults to HTTP Simple Headers.,manageability
max_age,3600,Maximum cache age of CORS preflight requests.,performance
allow_methods,"GET,PUT,POST,DELETE,PATCH",Indicate which methods can be used during the actual request.,manageability
allow_headers,"X-Auth-Token,X-Openstack-Request-Id,X-Identity-Status,X-Roles,X-Service-Catalog,X-User-Id,X-Tenant-Id",Indicate which header field names may be used during the actual request.,manageability
sqlite_synchronous,TRUE,"If True, SQLite uses synchronous mode.",reliability
backend,sqlalchemy,The back end to use for the database.,environment
connection,<None>,The SQLAlchemy connection string to use to connect to the database.,manageability
slave_connection,<None>,The SQLAlchemy connection string to use to connect to the slave database.,environment
mysql_sql_mode,TRADITIONAL,"The SQL mode to be used for MySQL sessions. This option, including  the default, overrides any server-set SQL mode. To use whatever SQL mode is set by the server configuration, set this to no value. Example:  mysql_sql_mode=",security
mysql_enable_ndb,FALSE,"If True, transparently enables support for handling MySQL Cluster (NDB).",security
connection_recycle_time,3600,Connections which have been present in the connection pool longer  than this number of seconds will be replaced with a new one the next  time they are checked out from the pool.,reliability
min_pool_size,1,Minimum number of SQL connections to keep open in a pool.,performance
max_pool_size,5,Maximum number of SQL connections to keep open in a pool. Setting a value of 0 indicates no limit.,reliability
max_retries,10,Maximum number of database connection retries during startup. Set to -1 to specify an infinite retry count.,reliability
retry_interval,10,Interval between retries of opening a SQL connection.,reliability
max_overflow,50,"If set, use this value for max_overflow with SQLAlchemy.",performance
connection_debug,0,"Verbosity of SQL debugging information: 0=None, 100=Everything.",debuggability
connection_trace,FALSE,Add Python stack traces to SQL as comment strings.,manageability
pool_timeout,<None>,"If set, use this value for pool_timeout with SQLAlchemy.",reliability
use_db_reconnect,FALSE,Enable the experimental use of database reconnect on connection lost.,reliability
db_retry_interval,1,Seconds between retries of a database transaction.,reliability
db_inc_retry_interval,TRUE,"If True, increases the interval between retries of a database operation up to db_max_retry_interval.",reliability
db_max_retry_interval,10,"If db_inc_retry_interval is set, the maximum seconds between retries of a database operation.",reliability
db_max_retries,20,Maximum retries in case of connection error or deadlock error before  error is raised. Set to -1 to specify an infinite retry count.,reliability
connection_parameters,'',Optional URL parameters to append onto the connection URL at connect time; specify as param1=value1&param2=value2&',manageability
use_tpool,FALSE,Enable the experimental use of thread pooling for all DB API calls,manageability
enabled_vgpu_types,'',The vGPU types enabled in the compute node.,performance
enabled,FALSE,Enables/disables LVM ephemeral storage encryption.,security
cipher,aes-xts-plain64,Cipher-mode string to be used.,environment
key_size,512,Encryption key length in bits.,security
host_subset_size,1,Size of subset of best hosts selected by scheduler.,manageability
max_io_ops_per_host,8,The number of instances that can be actively performing IO on a host.,performance
max_instances_per_host,50,Maximum number of instances that be active on a host.,performance
track_instance_changes,TRUE,Enable querying of individual hosts for instance information.,manageability
available_filters,nova.scheduler.filters.all_filters,Filters that the scheduler can use.,performance
enabled_filters,"RetryFilter,AvailabilityZoneFilter,ComputeFilter,ComputeCapabilitiesFilter,ImagePropertiesFilter,ServerGroupAntiAffinityFilter,ServerGroupAffinityFilter",Filters that the scheduler will use.,performance
weight_classes,nova.scheduler.weights.all_weighers,Weighers that the scheduler will use.,manageability
ram_weight_multiplier,1,RAM weight multipler ratio.,performance
cpu_weight_multiplier,1,CPU weight multiplier ratio.,performance
disk_weight_multiplier,1,Disk weight multipler ratio.,performance
io_ops_weight_multiplier,-1,IO operations weight multipler ratio.,performance
pci_weight_multiplier,1,PCI device affinity weight multiplier.,performance
soft_affinity_weight_multiplier,1,Multiplier used for weighing hosts for group soft-affinity.,performance
soft_anti_affinity_weight_multiplier,1,Multiplier used for weighing hosts for group soft-anti-affinity.,performance
build_failure_weight_multiplier,1000000,Multiplier used for weighing hosts that have had recent build failures.,reliability
shuffle_best_same_weighed_hosts,FALSE,Enable spreading the instances between hosts with the same best weight.,manageability
image_properties_default_architecture,<None>,The default architecture to be used when using the image properties filter.,manageability
isolated_images,'',List of UUIDs for images that can only be run on certain hosts.,manageability
isolated_hosts,'',List of hosts that can only run certain images.,manageability
restrict_isolated_hosts_to_isolated_images,TRUE,Prevent non-isolated images from being built on isolated hosts.,manageability
aggregate_image_properties_isolation_namespace,<None>,Image property namespace for use in the host aggregate.,manageability
aggregate_image_properties_isolation_separator,.,Separator character(s) for image property namespace and name.,manageability
api_servers,<None>,List of glance api servers endpoints available to nova.,manageability
num_retries,0,Enable glance operation retries.,reliability
allowed_direct_url_schemes,'',List of url schemes that can be directly accessed.,security
verify_glance_signatures,FALSE,Enable image signature verification.,debuggability
enable_certificate_validation,FALSE,Enable certificate validation for image signature verification.,security
default_trusted_certificate_ids,'',List of certificate IDs for certificates that should be trusted.,security
debug,FALSE,Enable or disable debug logging with glanceclient.,debuggability
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
service_type,image,The default service_type for endpoint URL discovery.,environment
service_name,<None>,The default service_name for endpoint URL discovery.,others
valid_interfaces,"internal,public","List of interfaces, in order of preference, for endpoint URL.",manageability
region_name,<None>,The default region_name for endpoint URL discovery.,others
endpoint_override,<None>,"Always use this endpoint URL for requests for this client. NOTE: The  unversioned endpoint should be specified here; to request a particular  API version, use the version, min-version, and/or max-version options.",manageability
debug,FALSE,Enable/disables guestfs logging.,debuggability
path,/healthcheck,The path to respond to healtcheck requests on.,others
detailed,FALSE,Show more detailed information as part of the response. Security  note: Enabling this option may expose sensitive details about the  service being monitored. Be sure to verify that it will not violate your security policies.,manageability
backends,'',Additional backends that can perform health checks and report that information back as part of a request.,debuggability
disable_by_file_path,<None>,Check the presence of a file to determine if an application is running on a port. Used by DisableByFileHealthcheck plugin.,reliability
disable_by_file_paths,'',Check the presence of a file based on a port to determine if an  application is running on a port. Expects a 'port:path' list of strings. Used by DisableByFilesPortsHealthcheck plugin.,environment
dynamic_memory_ratio,1,Dynamic memory ratio,performance
enable_instance_metrics_collection,FALSE,Enable instance metrics collection,manageability
instances_path_share,'',Instances path share,security
limit_cpu_features,FALSE,Limit CPU features,performance
mounted_disk_query_retry_count,10,Mounted disk query retry count,reliability
mounted_disk_query_retry_interval,5,Mounted disk query retry interval,reliability
power_state_check_timeframe,60,Power state check timeframe,reliability
power_state_event_polling_interval,2,Power state event polling interval,reliability
qemu_img_cmd,qemu-img.exe,qemu-img command,reliability
vswitch_name,<None>,External virtual switch name,environment
wait_soft_reboot_seconds,60,Wait soft reboot seconds,reliability
config_drive_cdrom,FALSE,Configuration drive cdrom,environment
config_drive_inject_password,FALSE,Configuration drive inject password,security
volume_attach_retry_count,10,Volume attach retry count,reliability
volume_attach_retry_interval,5,Volume attach retry interval,reliability
enable_remotefx,FALSE,Enable RemoteFX feature,manageability
use_multipath_io,FALSE,Use multipath connections when attaching iSCSI or FC disks.,manageability
iscsi_initiator_list,'',List of iSCSI initiators that will be used for estabilishing iSCSI sessions.,security
api_endpoint,http://ironic.example.org:6385/,"This option has a sample default set, which means that its actual default value may vary from the one documented above.",manageability
api_max_retries,60,"The number of times to retry when a request conflicts. If set to 0, only try once, no retries.",reliability
api_retry_interval,2,The number of seconds to wait before retrying the request.,reliability
serial_console_state_timeout,10,Timeout (seconds) to wait for node serial console state changed. Set to 0 to disable timeout.,reliability
partition_key,<None>,"Case-insensitive key to limit the set of nodes that may be managed by this service to the set of nodes in Ironic which have a matching  conductor_group property. If unset, all available nodes will be eligible to be managed by this service. Note that setting this to the empty  string ("""") will match the default conductor group, and is different than leaving the option unset.",security
peer_list,'',"List of hostnames for all nova-compute services (including this host) with this partition_key config value. Nodes matching the partition_key  value will be distributed between all services specified here. If  partition_key is unset, this option is ignored.",manageability
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
auth_type,<None>,Authentication type to load,security
auth_section,<None>,Config Section from which to load plugin specific options,environment
auth_url,<None>,Authentication URL,security
system_scope,<None>,Scope for system operations,environment
domain_id,<None>,Domain ID to scope to,environment
domain_name,<None>,Domain name to scope to,others
project_id,<None>,Project ID to scope to,environment
project_name,<None>,Project name to scope to,others
project_domain_id,<None>,Domain ID containing project,others
project_domain_name,<None>,Domain name containing project,others
trust_id,<None>,Trust ID,security
user_id,<None>,User ID,others
username,<None>,Username,others
user_domain_id,<None>,User's domain id,others
user_domain_name,<None>,User's domain name,environment
password,<None>,User's password,security
service_type,baremetal,The default service_type for endpoint URL discovery.,environment
service_name,<None>,The default service_name for endpoint URL discovery.,others
valid_interfaces,"internal,public","List of interfaces, in order of preference, for endpoint URL.",manageability
region_name,<None>,The default region_name for endpoint URL discovery.,others
endpoint_override,<None>,"Always use this endpoint URL for requests for this client. NOTE: The  unversioned endpoint should be specified here; to request a particular  API version, use the version, min-version, and/or max-version options.",manageability
fixed_key,<None>,"Fixed key returned by key manager, specified in hex.",security
backend,barbican,Specify the key manager implementation. Options are 'barbican' and  'vault'. Default is  'barbican'. Will support the  values earlier set  using [key_manager]/api_class for some time.,manageability
auth_type,<None>,"The type of authentication credential to create. Possible values are  'token', 'password', 'keystone_token', and 'keystone_password'. Required if no context is passed to the credential factory.",security
token,<None>,Token for authentication. Required for 'token' and 'keystone_token' auth_type if no context is passed to the credential factory.,security
username,<None>,Username for authentication. Required for 'password' auth_type. Optional for the 'keystone_password' auth_type.,security
password,<None>,Password for authentication. Required for 'password' and 'keystone_password' auth_type.,security
auth_url,<None>,Use this endpoint to connect to Keystone.,manageability
user_id,<None>,User ID for authentication. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
user_domain_id,<None>,User's domain ID for authentication. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
user_domain_name,<None>,User's domain name for authentication. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
trust_id,<None>,Trust ID for trust scoping. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
domain_id,<None>,Domain ID for domain scoping. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
domain_name,<None>,Domain name for domain scoping. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
project_id,<None>,Project ID for project scoping. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
project_name,<None>,Project name for project scoping. Optional for 'keystone_token' and 'keystone_password' auth_type.,others
project_domain_id,<None>,Project's domain ID for project. Optional for 'keystone_token' and 'keystone_password' auth_type.,security
project_domain_name,<None>,Project's domain name for project. Optional for 'keystone_token' and 'keystone_password' auth_type.,others
reauthenticate,TRUE,Allow fetching a new token if the current one is going to expire.  Optional for 'keystone_token' and 'keystone_password' auth_type.,reliability
cafile,<None>,PEM encoded Certificate Authority to use when verifying HTTPs connections.,manageability
certfile,<None>,PEM encoded client certificate cert file,environment
keyfile,<None>,PEM encoded client certificate key file,environment
insecure,FALSE,Verify HTTPS connections.,manageability
timeout,<None>,Timeout value for http requests,reliability
collect_timing,FALSE,Collect per-API call timing information.,debuggability
split_loggers,FALSE,Log requests to multiple loggers.,debuggability
service_type,identity,The default service_type for endpoint URL discovery.,environment
service_name,<None>,The default service_name for endpoint URL discovery.,others
valid_interfaces,"internal,public","List of interfaces, in order of preference, for endpoint URL.",manageability
region_name,<None>,The default region_name for endpoint URL discovery.,others
endpoint_override,<None>,"Always use this endpoint URL for requests for this client. NOTE: The  unversioned endpoint should be specified here; to request a particular  API version, use the version, min-version, and/or max-version options.",manageability
www_authenticate_uri,<None>,"Complete 'public' Identity API endpoint. This endpoint should not be  an 'admin' endpoint, as it should be accessible by all end users.  Unauthenticated clients are redirected to this endpoint to authenticate. Although this endpoint should ideally be unversioned, client support in the wild varies. If you're using a versioned v2 endpoint here, then  this should not be the same endpoint the service user utilizes  for validating tokens, because normal end users may not be able to reach that endpoint.",manageability
auth_uri,<None>,"Complete 'public' Identity API endpoint. This endpoint should not be  an 'admin' endpoint, as it should be accessible by all end users.  Unauthenticated clients are redirected to this endpoint to authenticate. Although this endpoint should ideally be unversioned, client support in the wild varies. If you're using a versioned v2 endpoint here, then  this should not be the same endpoint the service user utilizes  for validating tokens, because normal end users may not be able to reach that endpoint. This option is deprecated in favor of  www_authenticate_uri and will be removed in the S release.",security
auth_version,<None>,API version of the admin Identity API endpoint.,environment
delay_auth_decision,FALSE,"Do not handle authorization requests within the middleware, but  delegate the authorization decision to downstream WSGI components.",security
http_connect_timeout,<None>,Request timeout value for communicating with Identity API server.,reliability
http_request_max_retries,3,How many times are we trying to reconnect when communicating with Identity API Server.,reliability
cache,<None>,"Request environment key where the Swift cache object is stored. When  auth_token middleware is deployed with a Swift cache, use this option to have the middleware share a caching backend with swift. Otherwise, use  the memcached_servers option instead.",performance
certfile,<None>,Required if identity server requires client certificate,manageability
keyfile,<None>,Required if identity server requires client certificate,manageability
cafile,<None>,A PEM encoded Certificate Authority to use when verifying HTTPs connections. Defaults to system CAs.,manageability
insecure,FALSE,Verify HTTPS connections.,manageability
region_name,<None>,The region in which the identity server can be found.,environment
signing_dir,<None>,Directory used to cache files related to PKI tokens. This option has  been deprecated in the Ocata release and will be removed in the P  release.,manageability
memcached_servers,<None>,"Optionally specify a list of memcached server(s) to use for caching.  If left undefined, tokens will instead be cached in-process.",performance
token_cache_time,300,"In order to prevent excessive effort spent validating tokens, the  middleware caches previously-seen tokens for a configurable duration (in seconds). Set to -1 to disable caching completely.",performance
memcache_security_strategy,None,"(Optional) If defined, indicate whether token data should be  authenticated or authenticated and encrypted. If MAC, token data is  authenticated (with HMAC) in the cache. If ENCRYPT, token data is  encrypted and authenticated in the cache. If the value is not one of  these options or empty, auth_token will raise an exception on  initialization.",security
memcache_secret_key,<None>,"(Optional, mandatory if memcache_security_strategy is defined) This string is used for key derivation.",security
memcache_pool_dead_retry,300,(Optional) Number of seconds memcached server is considered dead before it is tried again.,reliability
memcache_pool_maxsize,10,(Optional) Maximum total number of open connections to every memcached server.,reliability
memcache_pool_socket_timeout,3,(Optional) Socket timeout in seconds for communicating with a memcached server.,reliability
memcache_pool_unused_timeout,60,(Optional) Number of seconds a connection to memcached is held unused in the pool before it is closed.,reliability
memcache_pool_conn_get_timeout,10,(Optional) Number of seconds that an operation will wait to get a memcached client connection from the pool.,reliability
memcache_use_advanced_pool,FALSE,(Optional) Use the advanced (eventlet safe) memcached client pool. The advanced pool will only work under python 2.x.,reliability
include_service_catalog,TRUE,"(Optional) Indicate whether to set the X-Service-Catalog header. If  False, middleware will not ask for service catalog on token validation  and will not set the X-Service-Catalog header.",manageability
enforce_token_bind,permissive,Used to control the use and type of token binding. Can be set to:  'disabled' to not check token binding. 'permissive' (default) to  validate binding information if the bind type is of a form known to the  server and ignore it if not. 'strict' like 'permissive' but if the bind  type is unknown the token will be rejected. 'required' any form of token binding is needed to be allowed. Finally the name of a binding method  that must be present in tokens.,security
hash_algorithms,md5,"Hash algorithms to use for hashing PKI tokens. This may be a single  algorithm or multiple. The algorithms are those supported by Python  standard hashlib.new(). The hashes will be tried in the order given, so  put the preferred one first for performance. The result of the first  hash will be stored in the cache. This will typically be set to multiple values only while migrating from a less secure algorithm to a more  secure one. Once all the old tokens are expired this option should be  set to a single value for better performance.",performance
service_token_roles,service,A choice of roles that must be present in a service token. Service  tokens are allowed to request that an expired token can be used and so  this check should tightly control that only actual services should be  sending this token. Roles here are applied as an ANY check so any role  in this list must be present. For backwards compatibility reasons this  currently only affects the allow_expired check.,security
service_token_roles_required,FALSE,For backwards compatibility reasons we must let valid service tokens  pass that don't pass the service_token_roles check as valid. Setting  this true will become the default in a future release and should be  enabled if possible.,security
auth_type,<None>,Authentication type to load,security
auth_section,<None>,Config Section from which to load plugin specific options,environment
rescue_image_id,<None>,The ID of the image to boot from to rescue data from a corrupted instance.,environment
rescue_kernel_id,<None>,The ID of the kernel (AKI) image to use with the rescue image.,environment
rescue_ramdisk_id,<None>,The ID of the RAM disk (ARI) image to use with the rescue image.,environment
virt_type,kvm,Describes the virtualization type (or so called domain type) libvirt should use.,manageability
connection_uri,'',Overrides the default libvirt URI of the chosen virtualization type.,environment
inject_password,FALSE,Allow the injection of an admin password for instance only at create and rebuild process.,security
inject_key,FALSE,Allow the injection of an SSH key at boot time.,reliability
inject_partition,-2,Determines the way how the file system is chosen to inject data into it.,manageability
use_usb_tablet,TRUE,Enable a mouse cursor within a graphical VNC or SPICE sessions.,manageability
live_migration_scheme,<None>,URI scheme used for live migration.,reliability
live_migration_inbound_addr,<None>,Target used for live migration traffic.,reliability
live_migration_uri,<None>,Live migration target URI to use.,performance
live_migration_tunnelled,FALSE,Enable tunnelled migration.,manageability
live_migration_bandwidth,0,Maximum bandwidth(in MiB/s) to be used during migration.,reliability
live_migration_downtime,500,"Maximum permitted downtime, in milliseconds, for live migration switchover.",reliability
live_migration_downtime_steps,10,Number of incremental steps to reach max downtime value.,performance
live_migration_downtime_delay,75,"Time to wait, in seconds, between each step increase of the migration downtime.",reliability
live_migration_completion_timeout,800,"Time to wait, in seconds, for migration to successfully complete transferring data before aborting the operation.",reliability
live_migration_timeout_action,abort,"This option will be used to determine what action will be taken against a VM after live_migration_completion_timeout expires. By default, the live migrate operation will be aborted after completion timeout. If it is set to force_complete, the compute service will either pause the VM or trigger post-copy depending on if post copy is enabled and available (live_migration_permit_post_copy is set to True).",reliability
live_migration_permit_post_copy,FALSE,"This option allows nova to switch an on-going live migration to post-copy mode, i.e., switch the active VM to the one on the destination node before the migration is complete, therefore ensuring an upper bound on the memory that needs to be transferred. Post-copy requires libvirt>=1.3.3 and QEMU>=2.5.0.",reliability
live_migration_permit_auto_converge,FALSE,This option allows nova to start live migration with auto converge on.,reliability
snapshot_image_format,<None>,Determine the snapshot image format when sending to the image service.,manageability
live_migration_with_native_tls,FALSE,Use QEMU-native TLS encryption when live migrating.,reliability
disk_prefix,<None>,Override the default disk prefix for the devices attached to an instance.,environment
wait_soft_reboot_seconds,120,Number of seconds to wait for instance to shut down after soft reboot request is made. We fall back to hard reboot if instance does not  shutdown within this window.,reliability
cpu_mode,<None>,Is used to set the CPU mode an instance should have.,performance
cpu_model,<None>,Set the name of the libvirt CPU model the instance should use.,performance
cpu_model_extra_flags,'',"This allows specifying granular CPU feature flags when configuring CPU models.  For example, to explicitly specify the pcid (Process-Context ID, an Intel processor feature -- which is now required to address the guest performance degradation as a result of applying the 'Meltdown' CVE fixes to certain Intel CPU models) flag to the 'IvyBridge' virtual CPU model:",performance
snapshots_directory,$instances_path/snapshots,Location where libvirt driver will store snapshots before uploading them to image service,environment
xen_hvmloader_path,/usr/lib/xen/boot/hvmloader,Location where the Xen hvmloader is kept,environment
disk_cachemodes,'',Specific cache modes to use for different disk types.,performance
